order_id,order_number,order_date,customer_id,discount,last_updated_at
1195,CA-2019-130456,2019-08-21,239,0.07,2024-12-13
1196,CA-2019-130554,2019-04-07,288,0.2,2024-12-13
1197,CA-2019-130610,2019-07-05,783,0,2024-12-13
1198,CA-2019-130659,2019-12-04,537,0.03,2024-12-13
1199,CA-2019-130736,2019-12-07,363,0,2024-12-13
1200,CA-2019-130785,2019-09-05,27,0.17,2024-12-13
1201,CA-2019-130792,2019-04-28,619,0.6,2024-12-13
1202,CA-2019-130848,2019-10-25,205,0.2,2024-12-13
1203,CA-2019-130855,2019-12-29,642,0,2024-12-13
1204,CA-2019-130876,2019-05-12,64,0,2024-12-13
1205,CA-2019-130883,2019-09-26,739,0.2,2024-12-13
1206,CA-2019-130890,2019-11-02,398,0.2,2024-12-13
1207,CA-2019-130974,2019-11-27,483,0.04,2024-12-13
1208,CA-2019-130995,2019-11-01,616,0,2024-12-13
1209,CA-2019-131072,2019-11-05,435,0.2,2024-12-13
1210,CA-2019-131128,2019-10-19,739,0,2024-12-13
1211,CA-2019-131338,2019-08-09,571,0.06,2024-12-13
1212,CA-2019-131352,2019-10-08,301,0.6,2024-12-13
1213,CA-2019-131422,2019-11-05,295,0.2,2024-12-13
1214,CA-2019-131457,2019-10-31,552,0,2024-12-13
1215,CA-2019-131534,2019-03-28,9,0,2024-12-13
1216,CA-2019-131597,2019-09-14,708,0.2,2024-12-13
1217,CA-2019-131758,2019-05-28,416,0,2024-12-13
1218,CA-2019-131779,2019-06-12,459,0,2024-12-13
1219,CA-2019-131856,2019-05-12,366,0.33,2024-12-13
1220,CA-2019-131884,2019-12-06,217,0.3,2024-12-13
1221,CA-2019-132080,2019-08-22,232,0.2,2024-12-13
1222,CA-2019-132101,2019-03-19,399,0.2,2024-12-13
1223,CA-2019-132136,2019-03-08,290,0.8,2024-12-13
1224,CA-2019-132276,2019-02-23,454,0.1,2024-12-13
1225,CA-2019-132318,2019-10-30,771,0,2024-12-13
1226,CA-2019-132374,2019-02-22,611,0,2024-12-13
1227,CA-2019-132388,2019-10-10,440,0.1,2024-12-13
1228,CA-2019-132465,2019-09-11,227,0,2024-12-13
1229,CA-2019-132486,2019-10-23,361,0.1,2024-12-13
1230,CA-2019-132507,2019-07-30,136,0.2,2024-12-13
1231,CA-2019-132570,2019-10-31,445,0,2024-12-13
1232,CA-2019-132626,2019-07-09,116,0,2024-12-13
1233,CA-2019-132633,2019-02-03,432,0.2,2024-12-13
1234,CA-2019-132815,2019-09-19,661,0,2024-12-13
1235,CA-2019-132906,2019-09-10,130,0,2024-12-13
1236,CA-2019-132941,2019-05-25,528,0.2,2024-12-13
1237,CA-2019-132948,2019-03-27,545,0,2024-12-13
1238,CA-2019-133025,2019-09-17,531,0,2024-12-13
1239,CA-2019-133242,2019-06-18,431,0,2024-12-13
1240,CA-2019-133396,2019-08-13,303,0.2,2024-12-13
1241,CA-2019-133445,2019-10-05,363,0.45,2024-12-13
1242,CA-2019-133452,2019-04-13,792,0.1,2024-12-13
1243,CA-2019-133494,2019-03-01,654,0.2,2024-12-13
1244,CA-2019-133536,2019-03-28,370,0,2024-12-13
1245,CA-2019-133585,2019-03-01,164,0.26,2024-12-13
1246,CA-2019-133627,2019-05-31,669,0,2024-12-13
1247,CA-2019-133837,2019-04-13,750,0.2,2024-12-13
1248,CA-2019-133977,2019-09-06,59,0.7,2024-12-13
1249,CA-2019-134075,2019-12-12,317,0,2024-12-13
1250,CA-2019-134082,2019-12-11,380,0.2,2024-12-13
1251,CA-2019-134117,2019-12-17,593,0.1,2024-12-13
1252,CA-2019-134201,2019-04-10,262,0,2024-12-13
1253,CA-2019-134257,2019-03-16,539,0,2024-12-13
1254,CA-2019-134719,2019-10-10,349,0.2,2024-12-13
1255,CA-2019-134747,2019-10-12,219,0,2024-12-13
1256,CA-2019-134782,2019-12-27,496,0,2024-12-13
1257,CA-2019-134859,2019-10-04,383,0.2,2024-12-13
1258,CA-2019-134894,2019-12-07,213,0,2024-12-13
1259,CA-2019-134922,2019-11-07,415,0.2,2024-12-13
1260,CA-2019-134943,2019-12-05,720,0,2024-12-13
1261,CA-2019-134992,2019-09-22,506,0,2024-12-13
1262,CA-2019-135020,2019-05-28,540,0.05,2024-12-13
1263,CA-2019-135174,2019-04-30,103,0.4,2024-12-13
1264,CA-2019-135251,2019-08-06,653,0.38,2024-12-13
1265,CA-2019-135272,2019-12-07,541,0,2024-12-13
1266,CA-2019-135314,2019-07-09,489,0.4,2024-12-13
1267,CA-2019-135363,2019-03-28,148,0.2,2024-12-13
1268,CA-2019-135391,2019-02-09,280,0.4,2024-12-13
1269,CA-2019-135489,2019-09-19,314,0,2024-12-13
1270,CA-2019-135510,2019-09-05,774,0,2024-12-13
1271,CA-2019-135538,2019-12-24,333,0.2,2024-12-13
1272,CA-2019-135545,2019-11-24,439,0.05,2024-12-13
1273,CA-2019-135580,2019-12-30,153,0.08,2024-12-13
1274,CA-2019-135622,2019-12-08,773,0.2,2024-12-13
1275,CA-2019-135685,2019-11-16,535,0,2024-12-13
1276,CA-2019-135727,2019-05-11,610,0.2,2024-12-13
1277,CA-2019-135853,2019-12-11,125,0,2024-12-13
1278,CA-2019-136105,2019-06-12,730,0,2024-12-13
1279,CA-2019-136147,2019-11-13,289,0.45,2024-12-13
1280,CA-2019-136196,2019-11-28,758,0,2024-12-13
1281,CA-2019-136224,2019-05-31,524,0.2,2024-12-13
1282,CA-2019-136378,2019-04-02,172,0.8,2024-12-13
1283,CA-2019-136420,2019-11-20,177,0.1,2024-12-13
1284,CA-2019-136469,2019-07-11,765,0.1,2024-12-13
1285,CA-2019-136658,2019-09-10,98,0,2024-12-13
1286,CA-2019-136700,2019-12-06,192,0,2024-12-13
1287,CA-2019-136728,2019-09-13,27,0.25,2024-12-13
1288,CA-2019-136735,2019-07-26,318,0,2024-12-13
1289,CA-2019-136798,2019-05-08,219,0,2024-12-13
1290,CA-2019-136805,2019-05-23,569,0.05,2024-12-13
1291,CA-2019-137064,2019-02-06,769,0.4,2024-12-13
1292,CA-2019-137071,2019-12-20,256,0.2,2024-12-13
1293,CA-2019-137106,2019-03-31,672,0.2,2024-12-13
1294,CA-2019-137113,2019-12-01,774,0.04,2024-12-13
1295,CA-2019-137225,2019-12-15,380,0,2024-12-13
1296,CA-2019-137281,2019-06-13,79,0,2024-12-13
1297,CA-2019-137302,2019-04-26,119,0.15,2024-12-13
1298,CA-2019-137512,2019-05-07,25,0.25,2024-12-13
1299,CA-2019-137526,2019-01-13,585,0.07,2024-12-13
1300,CA-2019-137603,2019-09-19,510,0,2024-12-13
1301,CA-2019-137708,2019-11-22,565,0,2024-12-13
1302,CA-2019-137750,2019-06-25,364,0,2024-12-13
1303,CA-2019-137897,2019-11-14,595,0,2024-12-13
1304,CA-2019-137925,2019-11-30,386,0.1,2024-12-13
1305,CA-2019-137946,2019-09-01,198,0.2,2024-12-13
1306,CA-2019-137974,2019-04-16,465,0,2024-12-13
1307,CA-2019-138002,2019-09-06,111,0.1,2024-12-13
1308,CA-2019-138009,2019-11-29,687,0.03,2024-12-13
1309,CA-2019-138219,2019-03-23,100,0,2024-12-13
1310,CA-2019-138331,2019-08-07,379,0.2,2024-12-13
1311,CA-2019-138457,2019-09-13,42,0.7,2024-12-13
1312,CA-2019-138485,2019-02-27,572,0,2024-12-13
1313,CA-2019-138492,2019-05-15,282,0.2,2024-12-13
1314,CA-2019-138534,2019-07-17,392,0.15,2024-12-13
1315,CA-2019-138625,2019-11-02,257,0,2024-12-13
1316,CA-2019-138674,2019-11-14,418,0.2,2024-12-13
1317,CA-2019-138898,2019-05-25,373,0.2,2024-12-13
1318,CA-2019-138954,2019-11-15,514,0.07,2024-12-13
1319,CA-2019-139094,2019-11-22,531,0.3,2024-12-13
1320,CA-2019-139164,2019-06-23,178,0.13,2024-12-13
1321,CA-2019-139248,2019-07-25,637,0.2,2024-12-13
1322,CA-2019-139290,2019-10-26,549,0,2024-12-13
1323,CA-2019-139374,2019-09-10,46,0.3,2024-12-13
1324,CA-2019-139584,2019-08-24,268,0.2,2024-12-13
1325,CA-2019-139731,2019-10-15,357,0.25,2024-12-13
1326,CA-2019-139738,2019-09-25,212,0.2,2024-12-13
1327,CA-2019-139780,2019-12-31,35,0,2024-12-13
1328,CA-2019-139850,2019-06-12,296,0.2,2024-12-13
1329,CA-2019-139962,2019-12-13,234,0,2024-12-13
1330,CA-2019-140025,2019-04-07,589,0.5,2024-12-13
1331,CA-2019-140144,2019-06-20,680,0.1,2024-12-13
1332,CA-2019-140221,2019-03-05,537,0.6,2024-12-13
1333,CA-2019-140375,2019-10-02,689,0,2024-12-13
1334,CA-2019-140410,2019-11-03,163,0.07,2024-12-13
1335,CA-2019-140557,2019-09-07,756,0,2024-12-13
1336,CA-2019-140718,2019-07-02,280,0.33,2024-12-13
1337,CA-2019-140830,2019-11-30,610,0,2024-12-13
1338,CA-2019-140921,2019-02-03,2,0,2024-12-13
1339,CA-2019-140984,2019-09-14,138,0.13,2024-12-13
1340,CA-2019-141012,2019-06-09,749,0.1,2024-12-13
1341,CA-2019-141040,2019-10-09,735,0,2024-12-13
1342,CA-2019-141145,2019-09-17,196,0.2,2024-12-13
1343,CA-2019-141243,2019-01-03,33,0.24,2024-12-13
1344,CA-2019-141250,2019-01-19,600,0.3,2024-12-13
1345,CA-2019-141327,2019-11-30,470,0.37,2024-12-13
1346,CA-2019-141565,2019-09-20,86,0.45,2024-12-13
1347,CA-2019-141593,2019-12-14,190,0.15,2024-12-13
1348,CA-2019-141740,2019-11-01,363,0.1,2024-12-13
1349,CA-2019-141754,2019-12-20,274,0.2,2024-12-13
1350,CA-2019-141768,2019-05-25,573,0,2024-12-13
1351,CA-2019-141810,2019-11-02,65,0.5,2024-12-13
1352,CA-2019-141936,2019-08-07,602,0.2,2024-12-13
1353,CA-2019-142027,2019-04-09,378,0.2,2024-12-13
1354,CA-2019-142041,2019-06-07,268,0.2,2024-12-13
1355,CA-2019-142055,2019-05-08,10,0,2024-12-13
1356,CA-2019-142139,2019-08-31,683,0.2,2024-12-13
1357,CA-2019-142202,2019-09-18,405,0.2,2024-12-13
1358,CA-2019-142237,2019-07-11,150,0.38,2024-12-13
1359,CA-2019-142377,2019-12-04,542,0,2024-12-13
1360,CA-2019-142419,2019-07-11,674,0.1,2024-12-13
1361,CA-2019-142433,2019-04-20,278,0.2,2024-12-13
1362,CA-2019-142454,2019-08-15,639,0,2024-12-13
1363,CA-2019-142475,2019-12-03,106,0.2,2024-12-13
1364,CA-2019-142601,2019-04-18,203,0,2024-12-13
1365,CA-2019-142692,2019-10-23,23,0.2,2024-12-13
1366,CA-2019-142734,2019-04-16,226,0.1,2024-12-13
1367,CA-2019-142755,2019-09-04,178,0,2024-12-13
1368,CA-2019-142930,2019-11-28,254,0.2,2024-12-13
1369,CA-2019-142937,2019-12-05,685,0.2,2024-12-13
1370,CA-2019-142944,2019-03-06,389,0.1,2024-12-13
1371,CA-2019-142993,2019-10-12,414,0,2024-12-13
1372,CA-2019-143077,2019-09-17,687,0.7,2024-12-13
1373,CA-2019-143105,2019-12-10,483,0.05,2024-12-13
1374,CA-2019-143119,2019-09-24,487,0,2024-12-13
1375,CA-2019-143147,2019-05-26,609,0.33,2024-12-13
1376,CA-2019-143238,2019-09-06,467,0,2024-12-13
1377,CA-2019-143364,2019-07-14,748,0.33,2024-12-13
1378,CA-2019-143490,2019-12-06,571,0.1,2024-12-13
1379,CA-2019-143532,2019-03-19,200,0.2,2024-12-13
1380,CA-2019-143602,2019-04-25,406,0.2,2024-12-13
1381,CA-2019-143616,2019-09-27,714,0,2024-12-13
1382,CA-2019-143700,2019-07-26,56,0.2,2024-12-13
1383,CA-2019-143882,2019-06-26,195,0.2,2024-12-13
1384,CA-2019-143980,2019-12-25,380,0,2024-12-13
1385,CA-2019-144043,2019-05-10,9,0.2,2024-12-13
1386,CA-2019-144099,2019-11-29,606,0.2,2024-12-13
1387,CA-2019-144190,2019-06-09,556,0,2024-12-13
1388,CA-2019-144253,2019-05-04,55,0,2024-12-13
1389,CA-2019-144267,2019-08-21,579,0.05,2024-12-13
1390,CA-2019-144274,2019-11-23,615,0,2024-12-13
1391,CA-2019-144288,2019-12-25,485,0.2,2024-12-13
1392,CA-2019-144302,2019-06-19,498,0.8,2024-12-13
1393,CA-2019-144386,2019-11-05,311,0.2,2024-12-13
1394,CA-2019-144519,2019-11-13,62,0.1,2024-12-13
1395,CA-2019-144652,2019-11-20,704,0,2024-12-13
1396,CA-2019-144722,2019-03-16,502,0,2024-12-13
1397,CA-2019-144806,2019-12-06,300,0.2,2024-12-13
1398,CA-2019-144890,2019-12-25,701,0,2024-12-13
1399,CA-2019-145065,2019-12-12,217,0.1,2024-12-13
1400,CA-2019-145184,2019-11-27,353,0,2024-12-13
1401,CA-2019-145324,2019-11-15,207,0,2024-12-13
1402,CA-2019-145352,2019-03-16,161,0,2024-12-13
1403,CA-2019-145394,2019-11-16,491,0.33,2024-12-13
1404,CA-2019-145401,2019-01-30,401,0.2,2024-12-13
1405,CA-2019-145415,2019-04-12,633,0,2024-12-13
1406,CA-2019-145457,2019-03-24,166,0,2024-12-13
1407,CA-2019-145485,2019-11-05,396,0,2024-12-13
1408,CA-2019-145758,2019-10-30,81,0,2024-12-13
1409,CA-2019-145814,2019-11-19,424,0.1,2024-12-13
1410,CA-2019-145821,2019-05-01,341,0.2,2024-12-13
1411,CA-2019-145828,2019-10-05,485,0.2,2024-12-13
1412,CA-2019-145835,2019-05-13,83,0.2,2024-12-13
1413,CA-2019-145849,2019-09-15,183,0,2024-12-13
1414,CA-2019-146038,2019-02-09,696,0.2,2024-12-13
1415,CA-2019-146087,2019-07-06,607,0,2024-12-13
1416,CA-2019-146255,2019-03-07,273,0,2024-12-13
1417,CA-2019-146262,2019-01-02,787,0.4,2024-12-13
1418,CA-2019-146290,2019-05-04,723,0,2024-12-13
1419,CA-2019-146465,2019-11-20,583,0.2,2024-12-13
1420,CA-2019-146486,2019-11-09,241,0,2024-12-13
1421,CA-2019-146563,2019-08-24,126,0.38,2024-12-13
1422,CA-2019-146675,2019-04-16,666,0.2,2024-12-13
1423,CA-2019-146696,2019-12-14,631,0.2,2024-12-13
1424,CA-2019-146829,2019-03-10,764,0.8,2024-12-13
1425,CA-2019-146948,2019-07-16,507,0,2024-12-13
1426,CA-2019-147011,2019-06-18,333,0.2,2024-12-13
1427,CA-2019-147102,2019-09-19,566,0,2024-12-13
1428,CA-2019-147501,2019-08-02,165,0.2,2024-12-13
1429,CA-2019-147529,2019-02-07,211,0,2024-12-13
1430,CA-2019-147690,2019-11-10,668,0.2,2024-12-13
1431,CA-2019-147788,2019-05-31,754,0,2024-12-13
1432,CA-2019-147816,2019-09-24,156,0.2,2024-12-13
1433,CA-2019-147830,2019-12-15,561,0.37,2024-12-13
1434,CA-2019-147851,2019-12-03,533,0.2,2024-12-13
1435,CA-2019-147879,2019-05-07,131,0,2024-12-13
1436,CA-2019-148180,2019-07-26,100,0.13,2024-12-13
1437,CA-2019-148250,2019-12-13,653,0,2024-12-13
1438,CA-2019-148376,2019-12-27,27,0,2024-12-13
1439,CA-2019-148432,2019-11-07,495,0,2024-12-13
1440,CA-2019-148495,2019-08-13,685,0,2024-12-13
1441,CA-2019-148628,2019-12-06,437,0,2024-12-13
1442,CA-2019-148635,2019-07-25,515,0.05,2024-12-13
1443,CA-2019-148705,2019-03-12,254,0.2,2024-12-13
1444,CA-2019-148712,2019-04-17,392,0.07,2024-12-13
1445,CA-2019-148859,2019-12-28,285,0.2,2024-12-13
1446,CA-2019-148873,2019-10-01,270,0.5,2024-12-13
1447,CA-2019-148964,2019-05-26,636,0,2024-12-13
1448,CA-2019-149083,2019-09-25,692,0.07,2024-12-13
1449,CA-2019-149097,2019-10-20,722,0.1,2024-12-13
1450,CA-2019-149300,2019-11-22,89,0.5,2024-12-13
1451,CA-2019-149342,2019-04-20,762,0,2024-12-13
1452,CA-2019-149384,2019-07-10,259,0.7,2024-12-13
1453,CA-2019-149517,2019-09-19,281,0,2024-12-13
1454,CA-2019-149566,2019-12-05,295,0,2024-12-13
1455,CA-2019-149587,2019-01-31,416,0,2024-12-13
1456,CA-2019-149601,2019-05-28,741,0,2024-12-13
1457,CA-2019-149636,2019-01-06,708,0.45,2024-12-13
1458,CA-2019-149650,2019-10-24,633,0.2,2024-12-13
1459,CA-2019-149678,2019-04-13,61,0,2024-12-13
1460,CA-2019-149713,2019-09-18,749,0,2024-12-13
1461,CA-2019-149734,2019-09-03,348,0.2,2024-12-13
1462,CA-2019-149748,2019-05-31,269,0,2024-12-13
1463,CA-2019-149811,2019-01-04,177,0,2024-12-13
1464,CA-2019-149846,2019-05-22,666,0.1,2024-12-13
1465,CA-2019-149909,2019-11-13,619,0,2024-12-13
1466,CA-2019-149972,2019-09-21,142,0.1,2024-12-13
1467,CA-2019-149993,2019-03-19,294,0,2024-12-13
1468,CA-2019-150196,2019-07-02,713,0,2024-12-13
1469,CA-2019-150308,2019-12-15,657,0.2,2024-12-13
1470,CA-2019-150413,2019-10-19,173,0.8,2024-12-13
1471,CA-2019-150441,2019-08-13,617,0,2024-12-13
1472,CA-2019-150511,2019-09-18,6,0,2024-12-13
1473,CA-2019-150560,2019-12-11,728,0,2024-12-13
1474,CA-2019-150714,2019-10-26,433,0.3,2024-12-13
1475,CA-2019-150749,2019-03-29,56,0,2024-12-13
1476,CA-2019-150770,2019-05-03,451,0.1,2024-12-13
1477,CA-2019-150791,2019-09-06,133,0.1,2024-12-13
1478,CA-2019-150875,2019-11-16,327,0.1,2024-12-13
1479,CA-2019-151043,2019-11-14,504,0.2,2024-12-13
1480,CA-2019-151253,2019-04-22,64,0.1,2024-12-13
1481,CA-2019-151470,2019-09-20,42,0.2,2024-12-13
1482,CA-2019-151547,2019-01-17,33,0.2,2024-12-13
1483,CA-2019-151589,2019-12-27,639,0,2024-12-13
1484,CA-2019-151624,2019-09-08,787,0,2024-12-13
1485,CA-2019-151680,2019-11-19,745,0,2024-12-13
1486,CA-2019-151722,2019-10-05,337,0.2,2024-12-13
1487,CA-2019-151785,2019-03-05,374,0.2,2024-12-13
1488,CA-2019-151841,2019-04-27,745,0.2,2024-12-13
1489,CA-2019-151869,2019-09-25,174,0.05,2024-12-13
1490,CA-2019-152513,2019-07-04,402,0.2,2024-12-13
1491,CA-2019-152527,2019-10-17,159,0,2024-12-13
1492,CA-2019-152611,2019-02-20,414,0,2024-12-13
1493,CA-2019-152681,2019-01-17,672,0,2024-12-13
1494,CA-2019-152891,2019-10-25,741,0.1,2024-12-13
1495,CA-2019-153038,2019-12-18,626,0.2,2024-12-13
1496,CA-2019-153073,2019-11-13,317,0.6,2024-12-13
1497,CA-2019-153108,2019-03-05,686,0,2024-12-13
1498,CA-2019-153220,2019-11-12,790,0,2024-12-13
1499,CA-2019-153325,2019-03-01,719,0,2024-12-13
1500,CA-2019-153381,2019-09-24,203,0,2024-12-13
1501,CA-2019-153388,2019-08-01,588,0.1,2024-12-13
1502,CA-2019-153416,2019-11-24,764,0.1,2024-12-13
1503,CA-2019-153423,2019-06-22,728,0.2,2024-12-13
1504,CA-2019-153535,2019-05-20,689,0.45,2024-12-13
1505,CA-2019-153549,2019-03-29,699,0.2,2024-12-13
1506,CA-2019-153612,2019-12-22,111,0,2024-12-13
1507,CA-2019-153626,2019-07-09,250,0.2,2024-12-13
1508,CA-2019-153717,2019-12-25,222,0,2024-12-13
1509,CA-2019-153738,2019-09-20,19,0,2024-12-13
1510,CA-2019-153752,2019-12-06,652,0,2024-12-13
1511,CA-2019-153794,2019-09-11,667,0,2024-12-13
1512,CA-2019-153878,2019-04-25,769,0,2024-12-13
1513,CA-2019-153906,2019-03-16,542,0,2024-12-13
1514,CA-2019-154144,2019-12-20,514,0,2024-12-13
1515,CA-2019-154200,2019-06-18,88,0,2024-12-13
1516,CA-2019-154284,2019-12-21,730,0.32,2024-12-13
1517,CA-2019-154291,2019-07-25,791,0,2024-12-13
1518,CA-2019-154326,2019-02-15,655,0,2024-12-13
1519,CA-2019-154340,2019-11-29,266,0,2024-12-13
1520,CA-2019-154620,2019-12-12,478,0.2,2024-12-13
1521,CA-2019-154746,2019-11-14,595,0,2024-12-13
1522,CA-2019-154795,2019-12-20,315,0.2,2024-12-13
1523,CA-2019-154823,2019-08-21,440,0.4,2024-12-13
1524,CA-2019-154886,2019-11-08,728,0,2024-12-13
1525,CA-2019-154900,2019-02-25,718,0,2024-12-13
1526,CA-2019-154921,2019-05-23,246,0,2024-12-13
1527,CA-2019-154956,2019-07-04,339,0,2024-12-13
1528,CA-2019-154970,2019-01-05,713,0.2,2024-12-13
1529,CA-2019-155040,2019-11-10,32,0,2024-12-13
1530,CA-2019-155054,2019-06-13,611,0,2024-12-13
1531,CA-2019-155068,2019-10-23,617,0.2,2024-12-13
1532,CA-2019-155124,2019-03-15,443,0.2,2024-12-13
1533,CA-2019-155145,2019-12-27,441,0,2024-12-13
1534,CA-2019-155306,2019-04-17,293,0.04,2024-12-13
1535,CA-2019-155334,2019-07-30,318,0.07,2024-12-13
1536,CA-2019-155453,2019-08-09,618,0.2,2024-12-13
1537,CA-2019-155586,2019-12-12,789,0,2024-12-13
1538,CA-2019-155600,2019-12-04,652,0.45,2024-12-13
1539,CA-2019-155635,2019-05-09,499,0,2024-12-13
1540,CA-2019-155761,2019-12-11,681,0.2,2024-12-13
1541,CA-2019-156013,2019-09-20,742,0.1,2024-12-13
1542,CA-2019-156104,2019-12-06,573,0,2024-12-13
1543,CA-2019-156118,2019-12-08,323,0.2,2024-12-13
1544,CA-2019-156146,2019-10-26,23,0.2,2024-12-13
1545,CA-2019-156153,2019-05-31,186,0,2024-12-13
1546,CA-2019-156328,2019-11-30,649,0.2,2024-12-13
1547,CA-2019-156335,2019-09-25,606,0,2024-12-13
1548,CA-2019-156377,2019-12-31,741,0.7,2024-12-13
1549,CA-2019-156440,2019-12-05,513,0,2024-12-13
1550,CA-2019-156482,2019-02-06,337,0,2024-12-13
1551,CA-2019-156510,2019-09-25,260,0,2024-12-13
1552,CA-2019-156524,2019-11-20,218,0,2024-12-13
1553,CA-2019-156566,2019-10-01,270,0.2,2024-12-13
1554,CA-2019-156608,2019-10-24,544,0.8,2024-12-13
1555,CA-2019-156734,2019-06-18,117,0.37,2024-12-13
1556,CA-2019-156755,2019-01-12,791,0,2024-12-13
1557,CA-2019-156853,2019-12-03,331,0,2024-12-13
1558,CA-2019-156923,2019-02-16,710,0,2024-12-13
1559,CA-2019-157028,2019-11-28,484,0,2024-12-13
1560,CA-2019-157035,2019-12-09,419,0,2024-12-13
1561,CA-2019-157084,2019-12-19,366,0.1,2024-12-13
1562,CA-2019-157133,2019-11-28,452,0.6,2024-12-13
1563,CA-2019-157287,2019-12-22,333,0.25,2024-12-13
1564,CA-2019-157322,2019-07-02,646,0.24,2024-12-13
1565,CA-2019-157343,2019-06-07,319,0.37,2024-12-13
1566,CA-2019-157434,2019-04-29,380,0.2,2024-12-13
1567,CA-2019-157770,2019-12-13,632,0.1,2024-12-13
1568,CA-2019-157805,2019-08-31,644,0.2,2024-12-13
1569,CA-2019-157812,2019-03-22,193,0.4,2024-12-13
1570,CA-2019-157959,2019-02-03,661,0,2024-12-13
1571,CA-2019-158148,2019-12-20,395,0,2024-12-13
1572,CA-2019-158323,2019-11-30,11,0.2,2024-12-13
1573,CA-2019-158351,2019-06-20,67,0.2,2024-12-13
1574,CA-2019-158421,2019-09-21,296,0,2024-12-13
1575,CA-2019-158456,2019-12-24,444,0.1,2024-12-13
1576,CA-2019-158491,2019-06-04,101,0,2024-12-13
1577,CA-2019-158554,2019-11-09,159,0.2,2024-12-13
1578,CA-2019-158659,2019-11-10,678,0,2024-12-13
1579,CA-2019-158701,2019-01-05,385,0.1,2024-12-13
1580,CA-2019-158792,2019-12-26,71,0,2024-12-13
1581,CA-2019-158918,2019-12-20,36,0,2024-12-13
1582,CA-2019-158939,2019-11-26,246,0,2024-12-13
1583,CA-2019-159380,2019-05-12,182,0,2024-12-13
1584,CA-2019-159534,2019-03-20,206,0.08,2024-12-13
1585,CA-2019-159590,2019-07-18,420,0,2024-12-13
1586,CA-2019-159779,2019-09-25,666,0,2024-12-13
1587,CA-2019-159786,2019-10-12,647,0.4,2024-12-13
1588,CA-2019-159863,2019-09-04,239,0.2,2024-12-13
1589,CA-2019-160059,2019-11-27,734,0,2024-12-13
1590,CA-2019-160171,2019-10-19,650,0,2024-12-13
1591,CA-2019-160213,2019-03-08,51,0,2024-12-13
1592,CA-2019-160227,2019-11-02,256,0.1,2024-12-13
1593,CA-2019-160472,2019-07-20,647,0,2024-12-13
1594,CA-2019-160696,2019-09-06,151,0.2,2024-12-13
1595,CA-2019-160787,2019-09-25,94,0.7,2024-12-13
1596,CA-2019-160794,2019-08-06,542,0.2,2024-12-13
1597,CA-2019-160864,2019-05-03,563,0.2,2024-12-13
1598,CA-2019-161214,2019-10-05,687,0,2024-12-13
1599,CA-2019-161242,2019-06-01,143,0,2024-12-13
1600,CA-2019-161263,2019-04-16,762,0.32,2024-12-13
1601,CA-2019-161445,2019-09-07,136,0.2,2024-12-13
1602,CA-2019-161452,2019-04-05,121,0.2,2024-12-13
1603,CA-2019-161627,2019-07-06,696,0.2,2024-12-13
1604,CA-2019-161711,2019-11-28,488,0,2024-12-13
1605,CA-2019-161718,2019-12-04,706,0.05,2024-12-13
1606,CA-2019-161767,2019-11-20,303,0.4,2024-12-13
1607,CA-2019-161795,2019-12-21,29,0.2,2024-12-13
1608,CA-2019-161830,2019-09-24,499,0.1,2024-12-13
1609,CA-2019-161998,2019-05-01,192,0.2,2024-12-13
1610,CA-2019-162047,2019-11-03,286,0.1,2024-12-13
1611,CA-2019-162166,2019-09-08,570,0,2024-12-13
1612,CA-2019-162201,2019-06-08,23,0.27,2024-12-13
1613,CA-2019-162369,2019-08-15,772,0,2024-12-13
1614,CA-2019-162376,2019-11-22,319,0,2024-12-13
1615,CA-2019-162537,2019-10-28,632,0,2024-12-13
1616,CA-2019-162544,2019-12-16,688,0,2024-12-13
1617,CA-2019-162607,2019-05-12,652,0.2,2024-12-13
1618,CA-2019-162621,2019-09-05,122,0.6,2024-12-13
1619,CA-2019-162761,2019-10-09,676,0.53,2024-12-13
1620,CA-2019-162782,2019-02-21,615,0,2024-12-13
1621,CA-2019-162887,2019-11-07,722,0,2024-12-13
1622,CA-2019-162950,2019-06-28,245,0.35,2024-12-13
1623,CA-2019-162964,2019-11-12,502,0.2,2024-12-13
1624,CA-2019-163055,2019-08-09,239,0,2024-12-13
1625,CA-2019-163090,2019-11-17,302,0.2,2024-12-13
1626,CA-2019-163104,2019-03-19,495,0,2024-12-13
1627,CA-2019-163181,2019-11-07,7,0.4,2024-12-13
1628,CA-2019-163237,2019-08-07,272,0,2024-12-13
1629,CA-2019-163440,2019-03-22,636,0.2,2024-12-13
1630,CA-2019-163587,2019-03-14,276,0,2024-12-13
1631,CA-2019-163734,2019-06-19,437,0.2,2024-12-13
1632,CA-2019-163762,2019-11-27,354,0,2024-12-13
1633,CA-2019-163895,2019-08-07,577,0.2,2024-12-13
1634,CA-2019-163923,2019-05-30,70,0,2024-12-13
1635,CA-2019-163965,2019-11-20,718,0.45,2024-12-13
1636,CA-2019-164007,2019-06-08,505,0.5,2024-12-13
1637,CA-2019-164084,2019-09-07,24,0.12,2024-12-13
1638,CA-2019-164301,2019-03-26,249,0,2024-12-13
1639,CA-2019-164336,2019-07-05,547,0.2,2024-12-13
1640,CA-2019-164427,2019-07-31,47,0,2024-12-13
1641,CA-2019-164441,2019-11-08,13,0.1,2024-12-13
1642,CA-2019-164497,2019-11-28,39,0,2024-12-13
